Market_and_Exchange_Names,Report_Date_as_MM_DD_YYYY,Comm_Net_All,NonComm_Net_All,NonRept_Net_All
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-05-24,105408,74544,-179952
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-05-31,116137,33762,-149899
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-06-07,148247,20135,-168382
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-06-14,193845,-30553,-163292
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-06-21,216060,-51033,-165027
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-06-28,192155,-20904,-171251
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-07-05,93220,57302,-150522
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-07-12,153845,10714,-164559
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-07-19,163319,929,-164248
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-07-26,165499,23410,-188909
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-08-02,126148,111075,-237223
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-08-09,122223,75981,-198204
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-08-16,90574,98409,-188983
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-08-23,127593,58841,-186434
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-08-30,89085,26703,-115788
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-09-06,157703,10389,-168092
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-09-13,124847,2756,-127603
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-09-20,87429,-19654,-67775
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-09-27,110515,23533,-134048
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-10-04,156689,8777,-165466
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-10-11,142527,18213,-160740
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-10-18,128295,37210,-165505
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-10-25,239142,-83318,-155824
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-11-01,229289,-66527,-162762
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-11-08,143324,10220,-153544
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-11-15,67159,12391,-79550
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-11-22,82208,52198,-134406
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-11-29,97115,59809,-156924
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-12-06,70117,61595,-131712
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-12-13,56330,111130,-167460
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-12-20,78298,108692,-186990
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2005-12-27,39112,109642,-148754
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-01-03,8485,136957,-145442
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-01-10,43488,107991,-151479
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-01-17,-4074,117996,-113922
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-01-24,-15208,163267,-148059
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-01-31,23544,158743,-182287
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-02-07,44924,137913,-182837
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-02-14,36811,150834,-187645
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-02-21,28457,146596,-175053
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-02-28,-27634,182758,-155124
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-03-07,24598,147973,-172571
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-03-14,9181,183337,-192518
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-03-21,2037,263723,-265760
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-03-28,49291,173662,-222953
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-04-04,63373,151221,-214594
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-04-11,29823,172680,-202503
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-04-18,20412,176482,-196894
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-04-25,176792,-487,-176305
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-05-02,163433,28186,-191619
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-05-09,179375,27300,-206675
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-05-16,87725,106571,-194296
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-05-23,73853,92608,-166461
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-05-30,73305,60016,-133321
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-06-06,64580,70754,-135334
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-06-13,72550,42593,-115143
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-06-20,57490,62253,-119743
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-06-27,34431,89040,-123471
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-07-03,-10448,148224,-137776
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-07-11,-16888,138698,-121810
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-07-18,741,119260,-120001
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-07-25,-37789,152893,-115104
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-08-01,-100915,197651,-96736
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-08-08,-185814,261215,-75401
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-08-15,-266731,312492,-45761
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-08-22,-322153,347559,-25406
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-08-29,-406335,430530,-24195
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-09-05,-323659,389405,-65746
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-09-12,-382840,438138,-55298
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-09-19,-401314,478610,-77296
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-09-26,-380694,475578,-94884
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-10-03,-468706,520871,-52165
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-10-10,-398196,461044,-62848
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-10-17,-352537,435773,-83236
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-10-24,-326907,424998,-98091
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-10-31,-279269,375508,-96239
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-11-07,-291764,350696,-58932
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-11-14,-282529,339733,-57204
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-11-21,-275334,396023,-120689
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-11-28,-298655,364760,-66105
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-12-05,-247294,314946,-67652
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-12-12,-302875,354647,-51772
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-12-19,-247889,332180,-84291
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2006-12-26,-215924,313689,-97765
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-01-03,-225448,333771,-108323
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-01-09,-181910,301405,-119495
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-01-16,-146037,289357,-143320
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-01-23,-143784,294701,-150917
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-01-30,-130035,253402,-123367
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-02-06,-147889,260148,-112259
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-02-13,-87432,220082,-132650
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-02-20,-126150,207289,-81139
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-02-27,-205689,296152,-90463
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-03-06,-249430,325194,-75764
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-03-13,-327285,367558,-40273
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-03-20,-414105,442957,-28852
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-03-27,-370260,438849,-68589
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-04-03,-354582,442904,-88322
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-04-10,-272284,412517,-140233
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-04-17,-242019,405604,-163585
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-04-24,-275032,415106,-140074
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-05-01,-280904,405604,-124700
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-05-08,-326025,418341,-92316
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-05-15,-350643,439967,-89324
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-05-22,-296711,400206,-103495
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-05-29,-214698,358100,-143402
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-06-05,-64795,213689,-148894
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-06-12,-99828,246227,-146399
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-06-19,-68050,245304,-177254
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-06-26,-150728,345434,-194706
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-07-03,-152369,347785,-195416
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-07-10,-120339,280236,-159897
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-07-17,-172434,335733,-163299
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-07-24,-238775,352266,-113491
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-07-31,-429306,514606,-85300
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-08-07,-490116,606509,-116393
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-08-14,-519241,608492,-89251
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-08-21,-419198,479381,-60183
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-08-28,-322345,392830,-70485
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-09-04,-267567,326978,-59411
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-09-11,-239674,333389,-93715
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-09-18,-238665,311068,-72403
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-09-25,-228874,292584,-63710
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-10-02,-282737,349516,-66779
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-10-09,-206563,298061,-91498
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-10-16,-150672,263348,-112676
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-10-23,-160795,265020,-104225
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-10-30,-222495,311043,-88548
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-11-06,-339277,392641,-53364
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-11-13,-289022,367218,-78196
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-11-20,-311112,461456,-150344
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-11-27,-351093,409134,-58041
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-12-04,-377730,442087,-64357
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-12-11,-295145,376397,-81252
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-12-18,-214495,292990,-78495
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-12-24,-173296,248426,-75130
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2007-12-31,-159672,236037,-76365
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-01-08,-103388,180425,-77037
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-01-15,-71563,137012,-65449
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-01-22,-60958,171332,-110374
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-01-29,-19871,109325,-89454
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-02-05,-5499,113089,-107590
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-02-12,-10824,118463,-107639
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-02-19,-49036,142174,-93138
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-02-26,-36889,169205,-132316
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-03-04,-169435,223301,-53866
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-03-11,-30922,101004,-70082
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-03-18,115971,-12404,-103567
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-03-25,158154,-81557,-76597
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-04-01,173043,-85187,-87856
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-04-08,180323,-85916,-94407
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-04-15,195520,-85745,-109775
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-04-22,190213,-94821,-95392
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-04-29,195678,-60563,-135115
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-05-06,188875,-82809,-106066
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-05-13,116183,-37806,-78377
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-05-20,76165,30307,-106472
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-05-27,82581,42514,-125095
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-06-03,78658,67041,-145699
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-06-10,94434,23696,-118130
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-06-17,158790,-6028,-152762
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-06-24,126718,3057,-129775
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-07-01,117495,-13282,-104213
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-07-08,66299,15822,-82121
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-07-15,80301,-43577,-36724
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-07-22,168221,-109016,-59205
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-07-29,218307,-127952,-90355
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-08-05,132658,-84436,-48222
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-08-12,112332,-71622,-40710
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-08-19,105825,-63047,-42778
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-08-26,28402,-5273,-23129
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-09-02,35337,23982,-59319
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-09-09,34762,21454,-56216
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-09-16,52688,-10544,-42144
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-09-23,80534,-21215,-59319
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-09-30,75780,-48722,-27058
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-10-07,24502,51054,-75556
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-10-14,86973,-21973,-65000
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-10-21,80299,-3497,-76802
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-10-28,87754,-26682,-61072
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-11-04,47301,20425,-67726
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-11-11,60767,-5431,-55336
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-11-18,29487,16375,-45862
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-11-25,-15882,74489,-58607
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-12-02,22017,16518,-38535
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-12-09,50465,11383,-61848
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-12-16,65084,2678,-67762
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-12-22,47844,9603,-57447
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2008-12-30,35453,16111,-51564
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-01-06,46435,15451,-61886
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-01-13,59522,10164,-69686
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-01-20,72338,2139,-74477
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-01-27,42745,24853,-67598
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-02-03,78582,-1822,-76760
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-02-10,49154,-8075,-41079
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-02-17,28561,-8614,-19947
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-02-24,66542,-26928,-39614
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-03-03,68481,-62995,-5486
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-03-10,90098,-60500,-29598
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-03-17,79726,-67536,-12190
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-03-24,42717,-41651,-1066
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-03-31,72031,-46741,-25290
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-04-07,91794,-60342,-31452
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-04-14,78997,-37717,-41280
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-04-21,123999,-88280,-35719
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-04-28,125129,-81920,-43209
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-05-05,151790,-96549,-55241
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-05-12,116514,-51596,-64918
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-05-19,141962,-78979,-62983
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-05-26,213466,-179409,-34057
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-06-02,157425,-135172,-22253
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-06-09,113814,-97648,-16166
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-06-16,123921,-93727,-30194
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-06-23,135716,-87147,-48569
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-06-30,170966,-112393,-58573
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-07-07,173827,-124849,-48978
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-07-14,151143,-110214,-40929
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-07-21,140763,-75628,-65135
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-07-28,212967,-112734,-100233
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-08-04,216119,-117186,-98933
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-08-11,230176,-117788,-112388
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-08-18,221996,-112878,-109118
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-08-25,157527,-69627,-87900
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-09-01,143925,-125334,-18591
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-09-08,163600,-114472,-49128
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-09-15,114725,-87000,-27725
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-09-22,135055,-96143,-38912
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-09-29,108931,-67301,-41630
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-10-06,45033,-11215,-33818
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-10-13,68832,-39503,-29329
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-10-20,83567,-40772,-42795
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-10-27,179830,-71221,-108609
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-11-03,168076,-86551,-81525
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-11-09,164762,-71377,-93385
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-11-17,104383,-96723,-7660
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-11-24,73520,-70192,-3328
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-12-01,15365,-9312,-6053
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-12-08,27166,-8671,-18495
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-12-15,57210,-52781,-4429
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-12-22,107816,-84970,-22846
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2009-12-29,171617,-136356,-35261
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-01-05,221621,-149232,-72389
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-01-12,236194,-190708,-45486
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-01-19,186097,-143801,-42296
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-01-26,200375,-150466,-49909
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-02-02,140775,-129810,-10965
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-02-09,164330,-141303,-23027
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-02-16,156587,-144835,-11752
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-02-23,129078,-125386,-3692
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-03-02,99169,-107926,8757
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-03-09,100715,-106396,5681
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-03-16,63216,-89597,26381
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-03-23,153807,-157546,3739
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-03-30,283979,-249917,-34062
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-04-06,321841,-244733,-77108
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-04-13,356573,-274741,-81832
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-04-20,285470,-245711,-39759
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-04-27,237417,-218249,-19168
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-05-04,256704,-257880,1176
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-05-11,245961,-239797,-6164
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-05-18,253826,-267229,13403
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-05-25,226542,-196006,-30536
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-06-01,159999,-152592,-7407
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-06-08,235451,-192234,-43217
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-06-15,197237,-157587,-39650
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-06-22,183140,-136812,-46328
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-06-29,188969,-161338,-27631
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-07-06,136010,-115440,-20570
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-07-13,138334,-106157,-32177
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-07-20,183889,-144529,-39360
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-07-27,168055,-140551,-27504
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-08-03,211965,-191152,-20813
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-08-10,58455,-51888,-6567
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-08-17,56811,-47577,-9234
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-08-24,15001,-19920,4919
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-08-31,-59818,62919,-3101
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-09-07,24288,21780,-46068
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-09-14,9069,25888,-34957
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-09-21,-33215,53335,-20120
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-09-28,-5650,35115,-29465
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-10-05,-11593,23597,-12004
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-10-12,-54903,55748,-845
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-10-19,-74761,67347,7414
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-10-26,-4530,15756,-11226
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-11-02,-5817,38329,-32512
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-11-09,-36816,58661,-21845
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-11-16,-56691,97346,-40655
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-11-23,14837,27281,-42118
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-11-30,84175,-67655,-16520
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-12-07,97689,-45374,-52315
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-12-14,41204,-8104,-33100
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-12-21,139745,-77923,-61822
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2010-12-28,138833,-105593,-33240
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2011-01-04,129514,-76393,-53121
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2011-01-11,139335,-80696,-58639
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2011-01-18,148949,-86562,-62387
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2011-01-25,174149,-114318,-59831
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2011-02-01,179104,-133830,-45274
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2011-02-08,177910,-96155,-81755
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2011-02-15,196502,-116504,-79998
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2011-02-22,229611,-148229,-81382
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2011-03-01,135630,-73958,-61672
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2011-03-08,154343,-56717,-97626
UST 10Y NOTE - CHICAGO BOARD OF TRADE,2011-03-15,172544,-117744,-54800
